date,flight,type,route,mc,lent_num,arrive_runway,bag_waight,mc_arrive,hatch_open,err_hatch_open,beg_unload_spo,end_unload_spo,beg_unload_sobgp,end_unload_sobgp,end_unload_tgo,err_end_unload,violation_standart,time_beg_lenta,time_end_lenta,violation_first_bag,violation_last_bag,deliver_1_beg,deliver_1_end,deliver_2_beg,deliver_2_end,deliver_3_beg,deliver_3_end,senior_loader,company,bag_status
2026-06-17,ЖГ 926 ,73Х,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),30,Y(А09),15:30,1956,2026-06-17 15:40:00,2026-06-17 15:43:00,,2026-06-17 15:42:00,2026-06-17 15:56:00,2026-06-17 15:42:00,2026-06-17 15:56:00,2026-06-17 15:57:00,,1.0,2026-06-17 15:52:00,2026-06-17 15:59:00,,0.0,2026-06-17 15:49:00,2026-06-17 15:51:00,2026-06-17 15:56:00,2026-06-17 16:03:00,,,Фартушный А. И.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-06-17,ФВ 6027 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А05),15:53,164,2026-06-17 16:03:00,2026-06-17 16:04:00,,2026-06-17 16:07:00,2026-06-17 16:09:00,2026-06-17 16:07:00,2026-06-17 16:09:00,2026-06-17 16:08:00,1.0,1.0,2026-06-17 16:13:00,2026-06-17 16:14:00,,0.0,2026-06-17 16:11:00,2026-06-17 16:14:00,,,,,Бородин А. В.,Россия,Выдача до 30 минут
2026-06-17,ФВ 6031 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А05),15:55,137,2026-06-17 16:06:00,2026-06-17 16:06:00,,2026-06-17 16:10:00,2026-06-17 16:11:00,2026-06-17 16:10:00,2026-06-17 16:11:00,2026-06-17 16:11:00,,,2026-06-17 16:15:00,2026-06-17 16:16:00,,0.0,2026-06-17 16:12:00,2026-06-17 16:15:00,,,,,Острых В. А.,Россия,Выдача до 30 минут
2026-06-17,ДР 170 ,7С8,МИНЕРАЛЬНЫЕ ВОДЫ,47,Y(А06),16:03,686,2026-06-17 16:12:00,2026-06-17 16:14:00,,2026-06-17 16:15:00,2026-06-17 16:19:00,2026-06-17 16:15:00,2026-06-17 16:19:00,2026-06-17 16:21:00,,,2026-06-17 16:26:00,2026-06-17 16:29:00,,0.0,2026-06-17 16:21:00,2026-06-17 16:27:00,,,,,Рустамов М. А.,Победа,Выдача до 30 минут
2026-06-17,В2 979 ,73Х,МИНСК(МИНСК ИНТЛ.),29,Y(А13),16:24,936,2026-06-17 16:37:00,2026-06-17 16:37:00,,2026-06-17 16:40:00,2026-06-17 16:46:00,2026-06-17 16:40:00,2026-06-17 16:46:00,2026-06-17 16:47:00,,,2026-06-17 16:52:00,2026-06-17 16:54:00,,0.0,2026-06-17 16:48:00,2026-06-17 16:54:00,,,,,Прохачев И. А.,Белавиа,Выдача до 30 минут
2026-06-17,А4 7010 ,СУ9,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),28,Y(А11),16:30,804,2026-06-17 16:41:00,2026-06-17 16:43:00,,2026-06-17 16:45:00,2026-06-17 16:52:00,2026-06-17 16:45:00,2026-06-17 16:52:00,2026-06-17 16:50:00,2.0,2.0,2026-06-17 16:56:00,2026-06-17 16:58:00,,0.0,2026-06-17 16:54:00,2026-06-17 16:57:00,,,,,Королев А. А.,Азимут,Выдача до 30 минут
2026-06-17,ЮТ 576B,73Х,СОЧИ,21,Y(А07),16:36,459,2026-06-17 16:48:00,2026-06-17 16:52:00,1.0,2026-06-17 16:52:00,2026-06-17 16:55:00,2026-06-17 16:52:00,2026-06-17 16:55:00,2026-06-17 16:55:00,,,2026-06-17 17:01:00,2026-06-17 17:04:00,,0.0,2026-06-17 16:57:00,2026-06-17 17:01:00,,,,,Виноградов А. А.,Ютэйр,Выдача до 30 минут
2026-06-17,ФВ 6025 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),11,Y(А04),16:39,227,2026-06-17 16:50:00,2026-06-17 16:52:00,,2026-06-17 16:53:00,2026-06-17 16:56:00,2026-06-17 16:53:00,2026-06-17 16:56:00,2026-06-17 16:56:00,,1.0,2026-06-17 17:00:00,2026-06-17 17:01:00,,0.0,2026-06-17 16:56:00,2026-06-17 16:58:00,,,,,Бородин А. В.,Россия,Выдача до 30 минут
2026-06-17,FZ 989 ,7М8,ДУБАЙ(ДУБАЙ ИНТЛ.),26A,Y(А09),17:10,1948,2026-06-17 17:21:00,2026-06-17 17:23:00,,2026-06-17 17:24:00,2026-06-17 17:32:00,2026-06-17 17:26:00,2026-06-17 17:32:00,2026-06-17 17:38:00,,,2026-06-17 17:32:00,2026-06-17 17:40:00,,0.0,2026-06-17 17:30:00,2026-06-17 17:33:00,2026-06-17 17:35:00,2026-06-17 17:40:00,,,"Королёв Е. А., Рустамов М. А.",flydubai,Выдача до 30 минут
2026-06-17,ДР 210 ,73Х,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),49,Y(А05),17:13,164,2026-06-17 17:19:00,2026-06-17 17:21:00,,2026-06-17 17:22:00,2026-06-17 17:24:00,2026-06-17 17:22:00,2026-06-17 17:24:00,2026-06-17 17:24:00,,1.0,2026-06-17 17:29:00,2026-06-17 17:30:00,,0.0,2026-06-17 17:25:00,2026-06-17 17:29:00,,,,,Фаёзов А. Р.,Победа,Выдача до 30 минут
2026-06-17,PBD 840 ,7С8,АНТАЛЬЯ,48,Y(А12),17:18,1662,2026-06-17 17:26:00,2026-06-17 17:27:00,,2026-06-17 17:30:00,2026-06-17 17:43:00,2026-06-17 17:30:00,2026-06-17 17:43:00,2026-06-17 17:41:00,2.0,2.0,2026-06-17 17:45:00,2026-06-17 17:53:00,,0.0,2026-06-17 17:37:00,2026-06-17 17:44:00,2026-06-17 17:49:00,2026-06-17 17:55:00,,,Михайлов М. С.,Победа,Выдача до 30 минут
2026-06-17,ФВ 6037 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),17:22,116,2026-06-17 17:32:00,2026-06-17 17:33:00,,2026-06-17 17:35:00,2026-06-17 17:37:00,2026-06-17 17:35:00,2026-06-17 17:37:00,2026-06-17 17:37:00,,1.0,2026-06-17 17:39:00,2026-06-17 17:40:00,,0.0,2026-06-17 17:39:00,2026-06-17 17:40:00,,,,,Андреев А. М.,Россия,Выдача до 30 минут
2026-06-17,ФВ 6175 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),17:26,162,2026-06-17 17:35:00,2026-06-17 17:35:00,,2026-06-17 17:39:00,2026-06-17 17:40:00,2026-06-17 17:39:00,2026-06-17 17:40:00,2026-06-17 17:40:00,,,2026-06-17 17:43:00,2026-06-17 17:44:00,,0.0,2026-06-17 17:42:00,2026-06-17 17:44:00,,,,,Виноградов А. А.,Россия,Выдача до 30 минут
2026-06-17,ДР 836 ,73Х,ГАЗИПАША,50,Y(А11),17:31,1550,2026-06-17 17:40:00,2026-06-17 17:42:00,,2026-06-17 17:43:00,2026-06-17 17:55:00,2026-06-17 17:43:00,2026-06-17 17:55:00,2026-06-17 17:54:00,1.0,2.0,2026-06-17 17:54:00,2026-06-17 18:03:00,,0.0,2026-06-17 17:50:00,2026-06-17 17:57:00,2026-06-17 17:57:00,2026-06-17 18:01:00,,,Прохачев И. А.,Победа,Выдача до 30 минут
2026-06-17,3F 325 ,320,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),24,Y(А13),17:58,1622,2026-06-17 18:10:00,2026-06-17 18:11:00,,2026-06-17 18:17:00,2026-06-17 18:30:00,2026-06-17 18:24:00,2026-06-17 18:30:00,2026-06-17 18:25:00,5.0,,2026-06-17 18:25:00,2026-06-17 18:34:00,,0.0,2026-06-17 18:22:00,2026-06-17 18:25:00,2026-06-17 18:28:00,2026-06-17 18:32:00,,,"Позин М. В., Саидов А. С.",FLYONE Armenia,Выдача до 30 минут
2026-06-17,ДР 158B,73Х,КРАСНОДАР(ПАШКОВСКИЙ),46,Y(А06),18:03,506,2026-06-17 18:11:00,2026-06-17 18:13:00,,2026-06-17 18:15:00,2026-06-17 18:19:00,2026-06-17 18:15:00,2026-06-17 18:19:00,2026-06-17 18:18:00,1.0,1.0,2026-06-17 18:26:00,2026-06-17 18:27:00,,0.0,2026-06-17 18:20:00,2026-06-17 18:26:00,,,,,Ушаков Г. А.,Победа,Выдача до 30 минут
2026-06-17,ОП 246 ,СУ9,НОВЫЙ УРЕНГОЙ,Б36,Y(А04),18:18,100,2026-06-17 18:29:00,2026-06-17 18:29:00,,2026-06-17 18:32:00,2026-06-17 18:34:00,2026-06-17 18:32:00,2026-06-17 18:34:00,2026-06-17 18:34:00,,1.0,2026-06-17 18:50:00,2026-06-17 18:51:00,,0.0,2026-06-17 18:34:00,2026-06-17 18:51:00,,,,,Фаёзов А. Р.,Якутия,Выдача до 30 минут
2026-06-17,TK 415 ,321,СТАМБУЛ(СТАМБУЛ НЬЮ),22,Y(А10),18:27,2756,2026-06-17 18:40:00,2026-06-17 18:40:00,,2026-06-17 18:43:00,2026-06-17 18:59:00,2026-06-17 18:43:00,2026-06-17 18:59:00,2026-06-17 19:02:00,,,2026-06-17 18:52:00,2026-06-17 18:58:00,,0.0,2026-06-17 18:43:00,2026-06-17 18:52:00,2026-06-17 18:51:00,2026-06-17 19:05:00,,,Андреев А. М.,Turkish Airlines,Выдача до 30 минут
2026-06-17,ДР 208 ,73Х,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),47,Y(А05),18:32,175,2026-06-17 18:43:00,2026-06-17 18:43:00,,2026-06-17 18:44:00,2026-06-17 18:50:00,2026-06-17 18:44:00,2026-06-17 18:50:00,2026-06-17 18:48:00,2.0,5.0,2026-06-17 18:53:00,2026-06-17 18:54:00,,0.0,2026-06-17 18:48:00,2026-06-17 18:54:00,,,,,Баташан В. Ю.,Победа,Выдача до 30 минут
2026-06-17,УР 514 ,75В,БОДРУМ(МИЛАС),18,Y(А12),18:54,951,2026-06-17 19:02:00,2026-06-17 19:04:00,,2026-06-17 19:06:00,2026-06-17 19:12:00,2026-06-17 19:06:00,2026-06-17 19:12:00,2026-06-17 19:12:00,,,2026-06-17 19:19:00,2026-06-17 19:22:00,,0.0,2026-06-17 19:13:00,2026-06-17 19:18:00,,,,,Гафуров О. Ф.,FLYONE Armenia,Выдача до 30 минут
2026-06-17,PBD 736 ,73Х,ГАЗИПАША,49,Y(А11),19:03,1354,2026-06-17 19:13:00,2026-06-17 19:15:00,,2026-06-17 19:15:00,2026-06-17 19:24:00,2026-06-17 19:15:00,2026-06-17 19:24:00,2026-06-17 19:26:00,,,2026-06-17 19:26:00,2026-06-17 19:39:00,,0.0,2026-06-17 19:22:00,2026-06-17 19:26:00,2026-06-17 19:37:00,2026-06-17 19:42:00,,,Королев А. А.,Победа,Выдача до 30 минут
2026-06-17,ФВ 6179 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),19:07,248,2026-06-17 19:15:00,2026-06-17 19:18:00,,2026-06-17 19:19:00,2026-06-17 19:23:00,2026-06-17 19:19:00,2026-06-17 19:23:00,2026-06-17 19:21:00,2.0,2.0,2026-06-17 19:26:00,2026-06-17 19:28:00,,0.0,2026-06-17 19:24:00,2026-06-17 19:27:00,,,,,Федоров Н. В.,Россия,Выдача до 30 минут
2026-06-17,ФВ 6177 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),19:11,193,2026-06-17 19:24:00,2026-06-17 19:24:00,,2026-06-17 19:27:00,2026-06-17 19:30:00,2026-06-17 19:27:00,2026-06-17 19:30:00,2026-06-17 19:29:00,1.0,2.0,2026-06-17 19:33:00,2026-06-17 19:34:00,,0.0,2026-06-17 19:31:00,2026-06-17 19:33:00,,,,,Аганин А. А.,Россия,Выдача до 30 минут
2026-06-17,ДР 424 ,73Х,САМАРА(КУРУМОЧ),48,Y(А08),19:14,284,2026-06-17 19:21:00,2026-06-17 19:21:00,,2026-06-17 19:24:00,2026-06-17 19:26:00,2026-06-17 19:24:00,2026-06-17 19:26:00,2026-06-17 19:27:00,,,2026-06-17 19:32:00,2026-06-17 19:33:00,,0.0,2026-06-17 19:27:00,2026-06-17 19:32:00,,,,,Поляков К. Н.,Победа,Выдача до 30 минут
2026-06-17,ЯК 788 ,73Х,НЕРЮНГРИ(ЧУЛЬМАН),58,Y(А07),19:24,759,2026-06-17 19:39:00,2026-06-17 19:41:00,,2026-06-17 19:41:00,2026-06-17 19:48:00,2026-06-17 19:41:00,2026-06-17 19:48:00,2026-06-17 19:48:00,,2.0,2026-06-17 19:56:00,2026-06-17 19:58:00,,0.0,2026-06-17 19:50:00,2026-06-17 19:56:00,,,,,Корнилов Н. А.,Якутия,Выдача до 30 минут
2026-06-17,ДР 856 ,73Х,ГЮМРИ(ШИРАК),47,Y(А13),20:15,1428,2026-06-17 20:23:00,2026-06-17 20:25:00,,2026-06-17 20:26:00,2026-06-17 20:36:00,2026-06-17 20:26:00,2026-06-17 20:36:00,2026-06-17 20:37:00,,,2026-06-17 20:37:00,2026-06-17 20:52:00,,0.0,2026-06-17 20:36:00,2026-06-17 20:41:00,2026-06-17 20:49:00,2026-06-17 20:52:00,,,Фаёзов А. Р.,Победа,Выдача до 30 минут
2026-06-17,ЮТ 596 ,73Е,УСИНСК,16,Y(А05),20:17,650,2026-06-17 20:24:00,2026-06-17 20:28:00,1.0,2026-06-17 20:27:00,2026-06-17 20:52:00,2026-06-17 20:27:00,2026-06-17 20:52:00,2026-06-17 20:32:00,20.0,21.0,2026-06-17 20:57:00,2026-06-17 21:00:00,13.0,6.0,2026-06-17 20:53:00,2026-06-17 20:57:00,,,,,Андреев А. М.,Ютэйр,Выдача от 30 до 40 минут
2026-06-17,ДР 206 ,73Х,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),46,Y(А04),20:20,205,2026-06-17 20:27:00,2026-06-17 20:27:00,,2026-06-17 20:29:00,2026-06-17 20:31:00,2026-06-17 20:29:00,2026-06-17 20:31:00,2026-06-17 20:32:00,,1.0,2026-06-17 20:38:00,2026-06-17 20:39:00,,0.0,2026-06-17 20:32:00,2026-06-17 20:38:00,,,,,Королев А. А.,Победа,Выдача до 30 минут
2026-06-17,ФВ 6181 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),20:25,40,2026-06-17 20:38:00,2026-06-17 20:39:00,,2026-06-17 20:40:00,2026-06-17 20:41:00,2026-06-17 20:40:00,2026-06-17 20:41:00,2026-06-17 20:42:00,,1.0,2026-06-17 20:45:00,2026-06-17 20:46:00,,0.0,2026-06-17 20:43:00,2026-06-17 20:45:00,,,,,Чеканов В. А.,Россия,Выдача до 30 минут
2026-06-17,ХИ 613 ,763,ТАШКЕНТ(ТАШКЕНТ ИНТЛ.),23,Y(А09),20:28,2779,2026-06-17 20:41:00,2026-06-17 20:43:00,,2026-06-17 20:43:00,2026-06-17 20:56:00,2026-06-17 20:45:00,2026-06-17 20:56:00,2026-06-17 21:04:00,,,2026-06-17 20:49:00,2026-06-17 21:02:00,,0.0,2026-06-17 20:45:00,2026-06-17 20:56:00,2026-06-17 20:56:00,2026-06-17 21:01:00,,,"Минченко А. И., Федоров Н. В.",UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-06-17,ЮТ 296 ,73Х,СУРГУТ,12,Y(А06),20:31,600,2026-06-17 20:40:00,2026-06-17 20:42:00,,2026-06-17 20:42:00,2026-06-17 20:47:00,2026-06-17 20:42:00,2026-06-17 20:47:00,2026-06-17 20:48:00,,1.0,2026-06-17 20:52:00,2026-06-17 20:54:00,,0.0,2026-06-17 20:49:00,2026-06-17 20:53:00,,,,,"Поляков К. Н., Скулов Е. С.",Ютэйр,Выдача до 30 минут
2026-06-17,AZO 7054 ,СУ9,БАТУМИ,28,Y(А11),20:35,1005,2026-06-17 20:44:00,2026-06-17 20:46:00,,2026-06-17 20:47:00,2026-06-17 21:04:00,2026-06-17 20:47:00,2026-06-17 21:04:00,2026-06-17 20:55:00,9.0,10.0,2026-06-17 21:09:00,2026-06-17 21:13:00,5.0,0.0,2026-06-17 21:06:00,2026-06-17 21:09:00,,,,,Шодманов А. А.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-06-17,ДР 158 ,7С8,КРАСНОДАР(ПАШКОВСКИЙ),48,Y(А07),20:38,525,2026-06-17 20:47:00,2026-06-17 20:49:00,,2026-06-17 20:50:00,2026-06-17 20:54:00,2026-06-17 20:50:00,2026-06-17 20:54:00,2026-06-17 20:55:00,,,2026-06-17 21:02:00,2026-06-17 21:04:00,,0.0,2026-06-17 20:58:00,2026-06-17 21:03:00,,,,,Кутейников А. В.,Победа,Выдача до 30 минут
2026-06-17,DV 815 ,7М8,АЛМАТЫ(АЛМАТЫ ИНТЛ.),20,Y(А13),20:43,1339,2026-06-17 20:52:00,2026-06-17 20:53:00,,2026-06-17 20:54:00,2026-06-17 21:04:00,2026-06-17 20:55:00,2026-06-17 21:04:00,2026-06-17 21:05:00,,,2026-06-17 21:05:00,2026-06-17 21:15:00,,0.0,2026-06-17 21:02:00,2026-06-17 21:06:00,2026-06-17 21:11:00,2026-06-17 21:15:00,,,"Аганин А. А., Михайлов М. С.",SCAT Airlines,Выдача до 30 минут
2026-06-17,ЮТ 464 ,73Х,ТЮМЕНЬ(РОЩИНО),13,Y(А08),20:58,674,2026-06-17 21:07:00,2026-06-17 21:08:00,,2026-06-17 21:10:00,2026-06-17 21:16:00,2026-06-17 21:10:00,2026-06-17 21:16:00,2026-06-17 21:15:00,1.0,2.0,2026-06-17 21:22:00,2026-06-17 21:23:00,,0.0,2026-06-17 21:18:00,2026-06-17 21:22:00,,,,,Ушаков М. В.,Ютэйр,Выдача до 30 минут
2026-06-17,ЮТ 180 ,73Е,УХТА,14,Y(А06),21:15,638,2026-06-17 21:24:00,2026-06-17 21:25:00,,2026-06-17 21:27:00,2026-06-17 21:33:00,2026-06-17 21:27:00,2026-06-17 21:33:00,2026-06-17 21:32:00,1.0,2.0,2026-06-17 21:39:00,2026-06-17 21:42:00,,0.0,2026-06-17 21:35:00,2026-06-17 21:39:00,,,,,Шодманов А. А.,Ютэйр,Выдача до 30 минут
2026-06-17,ФВ 6169 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),10,Y(А04),21:41,122,-1,,,2026-06-17 21:55:00,2026-06-17 21:58:00,2026-06-17 21:55:00,2026-06-17 21:58:00,,,2.0,2026-06-17 22:00:00,2026-06-17 22:01:00,,0.0,2026-06-17 21:58:00,2026-06-17 22:01:00,,,,,Королев А. А.,Россия,Некорректно проставлены отметки
2026-06-17,ФВ 6183 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),21:47,125,2026-06-17 21:58:00,2026-06-17 21:58:00,,2026-06-17 22:00:00,2026-06-17 22:04:00,2026-06-17 22:00:00,2026-06-17 22:04:00,2026-06-17 22:03:00,1.0,3.0,2026-06-17 22:06:00,2026-06-17 22:07:00,,0.0,2026-06-17 22:03:00,2026-06-17 22:06:00,,,,,Шодманов А. А.,Россия,Выдача до 30 минут
2026-06-17,BJ 804 ,320,МОНАСТИР(ХАБИБ БУРДЖИБА ИНТ),26,Y(А10),21:50,2520,2026-06-17 22:00:00,2026-06-17 22:02:00,,2026-06-17 22:03:00,2026-06-17 22:18:00,2026-06-17 22:03:00,2026-06-17 22:18:00,2026-06-17 22:21:00,,,2026-06-17 22:11:00,2026-06-17 22:23:00,,0.0,2026-06-17 22:08:00,2026-06-17 22:12:00,2026-06-17 22:19:00,2026-06-17 22:24:00,,,"Корнилов Н. А., Фартушный А. И.",Nouvelair Tunisie,Выдача до 30 минут
2026-06-17,ДР 160 ,73Х,КРАСНОДАР(ПАШКОВСКИЙ),47,Y(А05),21:53,700,2026-06-17 22:04:00,2026-06-17 22:07:00,,2026-06-17 22:07:00,2026-06-17 22:13:00,2026-06-17 22:07:00,2026-06-17 22:13:00,2026-06-17 22:13:00,,1.0,2026-06-17 22:20:00,2026-06-17 22:21:00,,0.0,2026-06-17 22:14:00,2026-06-17 22:22:00,,,,,Федоров Н. В.,Победа,Выдача до 30 минут
2026-06-17,ДР 738 ,73Х,СТАМБУЛ(СТАМБУЛ НЬЮ),49,Y(А12),21:58,1357,2026-06-17 22:05:00,2026-06-17 22:07:00,,2026-06-17 22:08:00,2026-06-17 22:15:00,2026-06-17 22:08:00,2026-06-17 22:15:00,2026-06-17 22:18:00,,,2026-06-17 22:21:00,2026-06-17 22:35:00,,0.0,2026-06-17 22:12:00,2026-06-17 22:20:00,2026-06-17 22:27:00,2026-06-17 22:35:00,,,"Коваленко О. И., Саидов А. С.",Победа,Выдача до 30 минут
2026-06-17,ФВ 6185 ,319,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),22:12,167,2026-06-17 22:22:00,2026-06-17 22:23:00,,2026-06-17 22:26:00,2026-06-17 22:29:00,2026-06-17 22:26:00,2026-06-17 22:29:00,2026-06-17 22:27:00,2.0,2.0,2026-06-17 22:32:00,2026-06-17 22:33:00,,0.0,2026-06-17 22:29:00,2026-06-17 22:32:00,,,,,Королев А. А.,Россия,Выдача до 30 минут
2026-06-17,ДР 194 ,73Х,НАЛЬЧИК,44,Y(А06),22:20,715,2026-06-17 22:27:00,2026-06-17 22:30:00,,2026-06-17 22:31:00,2026-06-17 22:39:00,2026-06-17 22:31:00,2026-06-17 22:39:00,2026-06-17 22:36:00,3.0,3.0,2026-06-17 22:44:00,2026-06-17 22:48:00,,0.0,2026-06-17 22:39:00,2026-06-17 22:45:00,,,,,Чеканов В. А.,Победа,Выдача до 30 минут
2026-06-17,J2 805 ,763,БАКУ(ИМ. ГЕЙДАРА АЛИЕВА),22,Y(А12),22:25,1622,2026-06-17 22:35:00,2026-06-17 22:35:00,,2026-06-17 22:38:00,2026-06-17 22:51:00,2026-06-17 22:38:00,2026-06-17 22:51:00,2026-06-17 22:50:00,1.0,2.0,2026-06-17 22:59:00,2026-06-17 23:02:00,4.0,0.0,2026-06-17 22:38:00,2026-06-17 22:58:00,,,,,Гафуров О. Ф.,AZAL,Выдача до 30 минут
2026-06-17,AZV 3010 ,75В,АНТАЛЬЯ,5,Y(А10),22:31,2184,2026-06-17 22:45:00,2026-06-17 22:46:00,,2026-06-17 22:49:00,2026-06-17 23:07:00,2026-06-17 22:49:00,2026-06-17 23:07:00,2026-06-17 23:04:00,3.0,3.0,2026-06-17 23:00:00,2026-06-17 23:11:00,,0.0,2026-06-17 22:57:00,2026-06-17 23:00:00,2026-06-17 23:07:00,2026-06-17 23:11:00,,,Скулов Е. С.,АЗУР эйр,Выдача до 30 минут
2026-06-17,NE 606 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),21,Y(А11),22:42,1655,2026-06-17 22:53:00,2026-06-17 22:55:00,,2026-06-17 22:57:00,2026-06-17 23:10:00,2026-06-17 22:57:00,2026-06-17 23:10:00,2026-06-17 23:08:00,2.0,2.0,2026-06-17 23:09:00,2026-06-17 23:19:00,,0.0,2026-06-17 23:03:00,2026-06-17 23:09:00,2026-06-17 23:14:00,2026-06-17 23:19:00,,,Соболь М. Ф.,Nesma Airlines,Выдача до 30 минут
2026-06-17,ДР 968 ,73Х,МИНСК(МИНСК ИНТЛ.),48,Y(А13),22:45,335,2026-06-17 22:52:00,2026-06-17 22:54:00,,2026-06-17 22:55:00,2026-06-17 22:59:00,2026-06-17 22:55:00,2026-06-17 22:59:00,2026-06-17 22:58:00,1.0,2.0,2026-06-17 23:05:00,2026-06-17 23:07:00,,0.0,2026-06-17 23:03:00,2026-06-17 23:05:00,,,,,Коваленко О. И.,Победа,Выдача до 30 минут
2026-06-17,TK 411 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),23,Y(А09),22:49,5033,2026-06-17 23:05:00,2026-06-17 23:09:00,1.0,2026-06-17 23:07:00,2026-06-17 23:28:00,2026-06-17 23:07:00,2026-06-17 23:28:00,2026-06-17 23:43:00,,,2026-06-17 23:22:00,2026-06-17 23:33:00,,0.0,2026-06-17 23:08:00,2026-06-17 23:28:00,2026-06-17 23:27:00,2026-06-17 23:33:00,2026-06-17 23:30:00,2026-06-17 23:34:00,"Андреев А. М., Корнилов Н. А.",Turkish Airlines,Выдача до 30 минут
2026-06-17,DV 813 ,738,АСТАНА(НУРСУЛТАН НАЗАРБАЕВ),20,Y(А13),22:55,629,2026-06-17 23:06:00,2026-06-17 23:07:00,,2026-06-17 23:10:00,2026-06-17 23:15:00,2026-06-17 23:10:00,2026-06-17 23:15:00,2026-06-17 23:14:00,1.0,1.0,2026-06-17 23:22:00,2026-06-17 23:23:00,,0.0,2026-06-17 23:17:00,2026-06-17 23:22:00,,,,,Фаёзов А. Р.,SCAT Airlines,Выдача до 30 минут
2026-06-17,PC 1580 ,32Н,АНТАЛЬЯ,18,Y(А10),23:04,2387,2026-06-17 23:11:00,2026-06-17 23:15:00,1.0,2026-06-17 23:15:00,2026-06-17 23:30:00,2026-06-17 23:16:00,2026-06-17 23:30:00,2026-06-17 23:31:00,,,2026-06-17 23:29:00,2026-06-17 23:38:00,,0.0,2026-06-17 23:25:00,2026-06-17 23:29:00,2026-06-17 23:34:00,2026-06-17 23:38:00,,,"Поляков К. Н., Чеканов В. А.",Pegasus,Выдача до 30 минут
2026-06-17,ФВ 6187 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),23:10,201,2026-06-17 23:20:00,2026-06-17 23:22:00,,2026-06-17 23:22:00,2026-06-17 23:24:00,2026-06-17 23:22:00,2026-06-17 23:24:00,2026-06-17 23:25:00,,1.0,2026-06-17 23:27:00,2026-06-17 23:28:00,,0.0,2026-06-17 23:32:00,2026-06-17 23:33:00,,,,,Ушаков М. В.,Россия,Выдача до 30 минут
2026-06-17,ДР 1738 ,7С8,СТАМБУЛ(СТАМБУЛ НЬЮ),47,Y(А11),23:13,1213,2026-06-17 23:19:00,2026-06-17 23:22:00,,2026-06-17 23:21:00,2026-06-17 23:34:00,2026-06-17 23:22:00,2026-06-17 23:34:00,2026-06-17 23:31:00,3.0,4.0,2026-06-17 23:34:00,2026-06-17 23:48:00,,0.0,2026-06-17 23:29:00,2026-06-17 23:34:00,2026-06-17 23:40:00,2026-06-17 23:47:00,,,"Кутейников А. В., Фартушный А. И.",Победа,Выдача до 30 минут
2026-06-17,ДР 486 ,73Х,УЛЬЯНОВСК(БАРАТАЕВКА),49,Y(А05),23:16,257,2026-06-17 23:25:00,2026-06-17 23:25:00,,2026-06-17 23:28:00,2026-06-17 23:31:00,2026-06-17 23:28:00,2026-06-17 23:31:00,2026-06-17 23:31:00,,1.0,2026-06-17 23:37:00,2026-06-17 23:38:00,,0.0,2026-06-17 23:33:00,2026-06-17 23:37:00,,,,,Скулов Е. С.,Победа,Выдача до 30 минут
2026-06-17,J2 809 ,76В,БАКУ(ИМ. ГЕЙДАРА АЛИЕВА),19,Y(А12),23:34,1265,2026-06-17 23:45:00,2026-06-17 23:48:00,,2026-06-17 23:53:00,2026-06-18 00:00:00,2026-06-17 23:53:00,2026-06-18 00:00:00,2026-06-17 23:57:00,3.0,,2026-06-18 00:05:00,2026-06-18 00:08:00,,0.0,2026-06-17 23:53:00,2026-06-18 00:06:00,,,,,Михайлов М. С.,AZAL,Выдача до 30 минут
